fire_intesity,fire_detection,timestamp
1021,0,2024-12-17 23:37:04
1020,0,2024-12-17 23:37:04
1021,0,2024-12-17 23:37:04
1021,0,2024-12-17 23:37:04
1020,0,2024-12-17 23:37:04
1014,0,2024-12-17 23:37:04
1019,0,2024-12-17 23:37:04
1020,0,2024-12-17 23:37:05
1020,0,2024-12-17 23:37:05
1020,0,2024-12-17 23:37:05
1020,0,2024-12-17 23:37:05
1020,0,2024-12-17 23:37:05
1020,0,2024-12-17 23:37:05
1020,0,2024-12-17 23:37:05
1014,0,2024-12-17 23:37:05
1023,0,2024-12-17 23:37:05
1020,0,2024-12-17 23:37:05
1020,0,2024-12-17 23:37:06
1020,0,2024-12-17 23:37:06
1020,0,2024-12-17 23:37:06
1020,0,2024-12-17 23:37:06
1020,0,2024-12-17 23:37:06
1021,0,2024-12-17 23:37:06
1020,0,2024-12-17 23:37:06
1020,0,2024-12-17 23:37:06
1020,0,2024-12-17 23:37:06
1020,0,2024-12-17 23:37:06
1020,0,2024-12-17 23:37:07
1020,0,2024-12-17 23:37:07
1020,0,2024-12-17 23:37:07
1020,0,2024-12-17 23:37:07
1021,0,2024-12-17 23:37:07
1017,0,2024-12-17 23:37:07
1023,0,2024-12-17 23:37:07
1020,0,2024-12-17 23:37:07
1020,0,2024-12-17 23:37:07
1020,0,2024-12-17 23:37:07
1020,0,2024-12-17 23:37:08
1020,0,2024-12-17 23:37:08
1020,0,2024-12-17 23:37:08
1020,0,2024-12-17 23:37:08
1018,0,2024-12-17 23:37:08
1021,0,2024-12-17 23:37:08
1021,0,2024-12-17 23:37:08
1020,0,2024-12-17 23:37:08
1020,0,2024-12-17 23:37:08
1020,0,2024-12-17 23:37:08
1020,0,2024-12-17 23:37:09
1020,0,2024-12-17 23:37:09
1021,0,2024-12-17 23:37:09
1021,0,2024-12-17 23:37:09
1023,0,2024-12-17 23:37:09
1021,0,2024-12-17 23:37:09
1021,0,2024-12-17 23:37:09
1020,0,2024-12-17 23:37:09
1020,0,2024-12-17 23:37:09
1021,0,2024-12-17 23:37:09
1021,0,2024-12-17 23:37:10
1021,0,2024-12-17 23:37:10
1021,0,2024-12-17 23:37:10
1023,0,2024-12-17 23:37:10
1020,0,2024-12-17 23:37:10
1020,0,2024-12-17 23:37:10
1020,0,2024-12-17 23:37:10
1020,0,2024-12-17 23:37:10
1019,0,2024-12-17 23:37:10
1020,0,2024-12-17 23:37:10
1022,0,2024-12-17 23:37:11
1019,0,2024-12-17 23:37:11
1020,0,2024-12-17 23:37:11
1020,0,2024-12-17 23:37:11
1020,0,2024-12-17 23:37:11
1020,0,2024-12-17 23:37:11
1019,0,2024-12-17 23:37:11
1020,0,2024-12-17 23:37:11
1020,0,2024-12-17 23:37:11
1019,0,2024-12-17 23:37:11
1017,0,2024-12-17 23:37:12
1020,0,2024-12-17 23:37:12
1020,0,2024-12-17 23:37:12
1020,0,2024-12-17 23:37:12
1020,0,2024-12-17 23:37:12
1020,0,2024-12-17 23:37:12
1020,0,2024-12-17 23:37:12
1019,0,2024-12-17 23:37:12
1020,0,2024-12-17 23:37:12
1020,0,2024-12-17 23:37:12
1022,0,2024-12-17 23:37:13
1020,0,2024-12-17 23:37:13
1020,0,2024-12-17 23:37:13
1020,0,2024-12-17 23:37:13
1020,0,2024-12-17 23:37:13
1020,0,2024-12-17 23:37:13
1019,0,2024-12-17 23:37:13
1021,0,2024-12-17 23:37:13
1023,0,2024-12-17 23:37:13
1022,0,2024-12-17 23:37:13
1020,0,2024-12-17 23:37:14
1020,0,2024-12-17 23:37:14
1020,0,2024-12-17 23:37:14
1020,0,2024-12-17 23:37:14
1021,0,2024-12-17 23:37:14
1021,0,2024-12-17 23:37:14
1020,0,2024-12-17 23:37:14
1021,0,2024-12-17 23:37:14
1021,0,2024-12-17 23:37:14
1020,0,2024-12-17 23:37:14
1020,0,2024-12-17 23:37:15
1021,0,2024-12-17 23:37:15
1020,0,2024-12-17 23:37:15
1021,0,2024-12-17 23:37:15
1020,0,2024-12-17 23:37:15
1018,0,2024-12-17 23:37:15
1020,0,2024-12-17 23:37:15
1021,0,2024-12-17 23:37:15
1020,0,2024-12-17 23:37:15
1020,0,2024-12-17 23:37:15
1020,0,2024-12-17 23:37:16
1020,0,2024-12-17 23:37:16
1020,0,2024-12-17 23:37:16
1020,0,2024-12-17 23:37:16
1023,0,2024-12-17 23:37:16
1019,0,2024-12-17 23:37:16
1020,0,2024-12-17 23:37:16
1020,0,2024-12-17 23:37:16
1020,0,2024-12-17 23:37:16
1020,0,2024-12-17 23:37:16
1020,0,2024-12-17 23:37:17
1020,0,2024-12-17 23:37:17
1021,0,2024-12-17 23:37:17
1018,0,2024-12-17 23:37:17
1019,0,2024-12-17 23:37:17
1020,0,2024-12-17 23:37:17
1020,0,2024-12-17 23:37:17
1020,0,2024-12-17 23:37:17
1020,0,2024-12-17 23:37:17
1019,0,2024-12-17 23:37:17
1020,0,2024-12-17 23:37:18
1021,0,2024-12-17 23:37:18
1016,0,2024-12-17 23:37:18
1023,0,2024-12-17 23:37:18
1020,0,2024-12-17 23:37:18
1020,0,2024-12-17 23:37:18
1020,0,2024-12-17 23:37:18
1020,0,2024-12-17 23:37:18
1020,0,2024-12-17 23:37:18
1020,0,2024-12-17 23:37:18
1020,0,2024-12-17 23:37:19
1019,0,2024-12-17 23:37:19
1020,0,2024-12-17 23:37:19
818,0,2024-12-17 23:37:19
1004,0,2024-12-17 23:37:19
1002,0,2024-12-17 23:37:19
1002,0,2024-12-17 23:37:19
1002,0,2024-12-17 23:37:19
1001,0,2024-12-17 23:37:19
1007,0,2024-12-17 23:37:20
1008,0,2024-12-17 23:37:20
1010,0,2024-12-17 23:37:20
1007,0,2024-12-17 23:37:20
1010,0,2024-12-17 23:37:20
1019,0,2024-12-17 23:37:20
1015,0,2024-12-17 23:37:20
1013,0,2024-12-17 23:37:20
1011,0,2024-12-17 23:37:20
1007,0,2024-12-17 23:37:20
1015,0,2024-12-17 23:37:21
1010,0,2024-12-17 23:37:21
1018,0,2024-12-17 23:37:21
1014,0,2024-12-17 23:37:21
1018,0,2024-12-17 23:37:21
1012,0,2024-12-17 23:37:21
1010,0,2024-12-17 23:37:21
1010,0,2024-12-17 23:37:21
1015,0,2024-12-17 23:37:21
1005,0,2024-12-17 23:37:21
1007,0,2024-12-17 23:37:22
1005,0,2024-12-17 23:37:22
1003,0,2024-12-17 23:37:22
1003,0,2024-12-17 23:37:22
997,0,2024-12-17 23:37:22
995,0,2024-12-17 23:37:22
991,0,2024-12-17 23:37:22
987,0,2024-12-17 23:37:22
986,0,2024-12-17 23:37:22
982,0,2024-12-17 23:37:22
983,0,2024-12-17 23:37:23
987,0,2024-12-17 23:37:23
980,0,2024-12-17 23:37:23
975,0,2024-12-17 23:37:23
961,0,2024-12-17 23:37:23
969,0,2024-12-17 23:37:23
964,0,2024-12-17 23:37:23
958,0,2024-12-17 23:37:23
946,0,2024-12-17 23:37:23
927,0,2024-12-17 23:37:23
921,0,2024-12-17 23:37:24
914,0,2024-12-17 23:37:24
920,0,2024-12-17 23:37:24
901,0,2024-12-17 23:37:24
870,0,2024-12-17 23:37:24
873,0,2024-12-17 23:37:24
875,0,2024-12-17 23:37:24
840,0,2024-12-17 23:37:24
815,0,2024-12-17 23:37:24
817,0,2024-12-17 23:37:24
791,0,2024-12-17 23:37:25
750,0,2024-12-17 23:37:25
721,0,2024-12-17 23:37:25
708,0,2024-12-17 23:37:25
676,0,2024-12-17 23:37:25
681,0,2024-12-17 23:37:25
690,0,2024-12-17 23:37:25
576,0,2024-12-17 23:37:25
465,1,2024-12-17 23:37:25
375,1,2024-12-17 23:37:25
355,1,2024-12-17 23:37:26
326,1,2024-12-17 23:37:26
326,1,2024-12-17 23:37:26
161,1,2024-12-17 23:37:26
210,1,2024-12-17 23:37:26
173,1,2024-12-17 23:37:26
241,1,2024-12-17 23:37:26
303,1,2024-12-17 23:37:26
311,1,2024-12-17 23:37:26
359,1,2024-12-17 23:37:26
292,1,2024-12-17 23:37:27
209,1,2024-12-17 23:37:27
370,1,2024-12-17 23:37:27
299,1,2024-12-17 23:37:27
343,1,2024-12-17 23:37:27
438,1,2024-12-17 23:37:27
334,1,2024-12-17 23:37:27
246,1,2024-12-17 23:37:27
343,1,2024-12-17 23:37:27
429,1,2024-12-17 23:37:27
297,1,2024-12-17 23:37:28
364,1,2024-12-17 23:37:28
394,1,2024-12-17 23:37:28
297,1,2024-12-17 23:37:28
381,1,2024-12-17 23:37:28
374,1,2024-12-17 23:37:28
379,1,2024-12-17 23:37:28
484,1,2024-12-17 23:37:28
588,0,2024-12-17 23:37:28
597,0,2024-12-17 23:37:28
602,0,2024-12-17 23:37:29
621,0,2024-12-17 23:37:29
632,0,2024-12-17 23:37:29
623,0,2024-12-17 23:37:29
640,0,2024-12-17 23:37:29
587,0,2024-12-17 23:37:29
502,1,2024-12-17 23:37:29
449,1,2024-12-17 23:37:29
512,1,2024-12-17 23:37:29
501,1,2024-12-17 23:37:29
419,1,2024-12-17 23:37:30
398,1,2024-12-17 23:37:30
510,1,2024-12-17 23:37:30
524,0,2024-12-17 23:37:30
561,0,2024-12-17 23:37:30
581,0,2024-12-17 23:37:30
554,0,2024-12-17 23:37:30
554,0,2024-12-17 23:37:30
540,0,2024-12-17 23:37:30
546,0,2024-12-17 23:37:30
473,1,2024-12-17 23:37:31
366,1,2024-12-17 23:37:31
