timestamp,fire_intesity,fire_detection
2024-12-17 23:45:17,126.0,1.0
2024-12-17 23:45:17,230.0,1.0
2024-12-17 23:45:17,158.0,1.0
2024-12-17 23:45:17,248.0,1.0
2024-12-17 23:45:17,315.0,1.0
2024-12-17 23:45:17,94.0,1.0
2024-12-17 23:45:17,311.0,1.0
2024-12-17 23:45:17,98.0,1.0
2024-12-17 23:45:17,212.0,1.0
2024-12-17 23:45:18,142.0,1.0
2024-12-17 23:45:18,277.0,1.0
2024-12-17 23:45:18,230.0,1.0
2024-12-17 23:45:18,170.0,1.0
2024-12-17 23:45:18,214.0,1.0
2024-12-17 23:45:18,175.0,1.0
2024-12-17 23:45:18,169.0,1.0
2024-12-17 23:45:18,93.0,1.0
2024-12-17 23:45:18,134.0,1.0
2024-12-17 23:45:19,81.0,1.0
2024-12-17 23:45:19,77.0,1.0
2024-12-17 23:45:19,76.0,1.0
2024-12-17 23:45:19,73.0,1.0
2024-12-17 23:45:19,72.0,1.0
2024-12-17 23:45:19,71.0,1.0
2024-12-17 23:45:19,72.0,1.0
2024-12-17 23:45:19,71.0,1.0
2024-12-17 23:45:19,73.0,1.0
2024-12-17 23:45:19,71.0,1.0
2024-12-17 23:45:20,70.0,1.0
2024-12-17 23:45:20,68.0,1.0
2024-12-17 23:45:20,68.0,1.0
2024-12-17 23:45:20,71.0,1.0
2024-12-17 23:45:20,70.0,1.0
2024-12-17 23:45:20,68.0,1.0
2024-12-17 23:45:20,69.0,1.0
2024-12-17 23:45:20,68.0,1.0
2024-12-17 23:45:20,67.0,1.0
2024-12-17 23:45:20,68.0,1.0
2024-12-17 23:45:21,66.0,1.0
2024-12-17 23:45:21,67.0,1.0
2024-12-17 23:45:21,65.0,1.0
2024-12-17 23:45:21,66.0,1.0
2024-12-17 23:45:21,65.0,1.0
2024-12-17 23:45:21,66.0,1.0
2024-12-17 23:45:21,66.0,1.0
2024-12-17 23:45:21,66.0,1.0
2024-12-17 23:45:21,67.0,1.0
2024-12-17 23:45:21,68.0,1.0
2024-12-17 23:45:22,66.0,1.0
2024-12-17 23:45:22,69.0,1.0
2024-12-17 23:45:22,66.0,1.0
2024-12-17 23:45:22,67.0,1.0
2024-12-17 23:45:22,67.0,1.0
2024-12-17 23:45:22,66.0,1.0
2024-12-17 23:45:22,67.0,1.0
2024-12-17 23:45:22,65.0,1.0
2024-12-17 23:45:22,66.0,1.0
2024-12-17 23:45:22,64.0,1.0
2024-12-17 23:45:23,65.0,1.0
2024-12-17 23:45:23,63.0,1.0
2024-12-17 23:45:23,64.0,1.0
2024-12-17 23:45:23,63.0,1.0
2024-12-17 23:45:23,63.0,1.0
2024-12-17 23:45:23,63.0,1.0
2024-12-17 23:45:23,63.0,1.0
2024-12-17 23:45:23,63.0,1.0
2024-12-17 23:45:23,63.0,1.0
2024-12-17 23:45:23,63.0,1.0
2024-12-17 23:45:24,63.0,1.0
2024-12-17 23:45:24,62.0,1.0
2024-12-17 23:45:24,62.0,1.0
2024-12-17 23:45:24,62.0,1.0
2024-12-17 23:45:24,62.0,1.0
2024-12-17 23:45:24,62.0,1.0
2024-12-17 23:45:24,63.0,1.0
2024-12-17 23:45:24,62.0,1.0
2024-12-17 23:45:24,62.0,1.0
2024-12-17 23:45:24,63.0,1.0
2024-12-17 23:45:25,62.0,1.0
2024-12-17 23:45:25,63.0,1.0
2024-12-17 23:45:25,63.0,1.0
2024-12-17 23:45:25,63.0,1.0
2024-12-17 23:45:25,62.0,1.0
2024-12-17 23:45:25,64.0,1.0
2024-12-17 23:45:25,63.0,1.0
2024-12-17 23:45:25,64.0,1.0
2024-12-17 23:45:25,64.0,1.0
2024-12-17 23:45:25,64.0,1.0
2024-12-17 23:45:26,66.0,1.0
2024-12-17 23:45:26,64.0,1.0
2024-12-17 23:45:26,65.0,1.0
2024-12-17 23:45:26,68.0,1.0
2024-12-17 23:45:26,70.0,1.0
2024-12-17 23:45:26,70.0,1.0
2024-12-17 23:45:26,75.0,1.0
2024-12-17 23:45:26,75.0,1.0
2024-12-17 23:45:26,71.0,1.0
2024-12-17 23:45:26,73.0,1.0
2024-12-17 23:45:27,73.0,1.0
2024-12-17 23:45:27,71.0,1.0
2024-12-17 23:45:27,72.0,1.0
2024-12-17 23:45:27,72.0,1.0
2024-12-17 23:45:27,71.0,1.0
2024-12-17 23:45:27,69.0,1.0
2024-12-17 23:45:27,69.0,1.0
2024-12-17 23:45:27,70.0,1.0
2024-12-17 23:45:27,68.0,1.0
2024-12-17 23:45:27,73.0,1.0
2024-12-17 23:45:28,71.0,1.0
2024-12-17 23:45:28,70.0,1.0
2024-12-17 23:45:28,70.0,1.0
2024-12-17 23:45:28,70.0,1.0
2024-12-17 23:45:28,71.0,1.0
2024-12-17 23:45:28,70.0,1.0
2024-12-17 23:45:28,72.0,1.0
2024-12-17 23:45:28,75.0,1.0
2024-12-17 23:45:28,69.0,1.0
2024-12-17 23:45:28,71.0,1.0
2024-12-17 23:45:29,76.0,1.0
2024-12-17 23:45:29,71.0,1.0
2024-12-17 23:45:29,69.0,1.0
2024-12-17 23:45:29,75.0,1.0
2024-12-17 23:45:29,72.0,1.0
2024-12-17 23:45:29,69.0,1.0
2024-12-17 23:45:29,78.0,1.0
2024-12-17 23:45:29,73.0,1.0
2024-12-17 23:45:29,70.0,1.0
2024-12-17 23:45:29,76.0,1.0
2024-12-17 23:45:30,75.0,1.0
2024-12-17 23:45:30,74.0,1.0
2024-12-17 23:45:30,74.0,1.0
2024-12-17 23:45:30,80.0,1.0
2024-12-17 23:45:30,75.0,1.0
2024-12-17 23:45:30,78.0,1.0
2024-12-17 23:45:30,74.0,1.0
2024-12-17 23:45:30,79.0,1.0
2024-12-17 23:45:30,77.0,1.0
2024-12-17 23:45:30,78.0,1.0
2024-12-17 23:45:31,75.0,1.0
2024-12-17 23:45:31,75.0,1.0
2024-12-17 23:45:31,78.0,1.0
2024-12-17 23:45:31,77.0,1.0
2024-12-17 23:45:31,77.0,1.0
2024-12-17 23:45:31,77.0,1.0
2024-12-17 23:45:31,79.0,1.0
2024-12-17 23:45:31,80.0,1.0
2024-12-17 23:45:31,79.0,1.0
2024-12-17 23:45:31,80.0,1.0
2024-12-17 23:45:32,87.0,1.0
2024-12-17 23:45:32,144.0,1.0
2024-12-17 23:45:32,85.0,1.0
2024-12-17 23:45:32,90.0,1.0
2024-12-17 23:45:32,80.0,1.0
2024-12-17 23:45:32,80.0,1.0
2024-12-17 23:45:32,229.0,1.0
2024-12-17 23:45:32,183.0,1.0
2024-12-17 23:45:32,80.0,1.0
2024-12-17 23:45:32,83.0,1.0
2024-12-17 23:45:33,326.0,1.0
2024-12-17 23:45:33,76.0,1.0
2024-12-17 23:45:33,72.0,1.0
2024-12-17 23:45:33,330.0,1.0
2024-12-17 23:45:33,192.0,1.0
2024-12-17 23:45:33,76.0,1.0
2024-12-17 23:45:33,71.0,1.0
2024-12-17 23:45:33,245.0,1.0
2024-12-17 23:45:33,72.0,1.0
2024-12-17 23:45:33,1019.0,0.0
2024-12-17 23:45:34,1021.0,0.0
2024-12-17 23:45:34,1021.0,0.0
2024-12-17 23:45:34,1020.0,0.0
2024-12-17 23:45:34,1021.0,0.0
2024-12-17 23:45:34,1021.0,0.0
2024-12-17 23:45:34,1020.0,0.0
2024-12-17 23:45:34,1020.0,0.0
2024-12-17 23:45:34,1020.0,0.0
2024-12-17 23:45:34,1020.0,0.0
2024-12-17 23:45:34,1020.0,0.0
2024-12-17 23:45:35,1020.0,0.0
2024-12-17 23:45:35,1020.0,0.0
2024-12-17 23:45:35,1021.0,0.0
2024-12-17 23:45:35,1019.0,0.0
2024-12-17 23:45:35,1018.0,0.0
2024-12-17 23:45:35,1019.0,0.0
2024-12-17 23:45:35,1020.0,0.0
2024-12-17 23:45:35,1020.0,0.0
2024-12-17 23:45:35,1020.0,0.0
2024-12-17 23:45:35,1020.0,0.0
2024-12-17 23:45:36,1020.0,0.0
2024-12-17 23:45:36,1023.0,0.0
2024-12-17 23:45:36,1020.0,0.0
2024-12-17 23:45:36,1020.0,0.0
2024-12-17 23:45:36,1020.0,0.0
2024-12-17 23:45:36,1019.0,0.0
2024-12-17 23:45:36,1020.0,0.0
2024-12-17 23:45:36,1021.0,0.0
2024-12-17 23:45:36,1019.0,0.0
2024-12-17 23:45:36,1020.0,0.0
2024-12-17 23:45:37,1020.0,0.0
2024-12-17 23:45:37,1020.0,0.0
2024-12-17 23:45:37,1020.0,0.0
2024-12-17 23:45:37,1021.0,0.0
2024-12-17 23:45:37,1021.0,0.0
2024-12-17 23:45:37,1020.0,0.0
2024-12-17 23:45:37,1021.0,0.0
2024-12-17 23:45:37,1020.0,0.0
2024-12-17 23:45:37,1020.0,0.0
2024-12-17 23:45:38,1020.0,0.0
2024-12-17 23:45:38,1017.0,0.0
2024-12-17 23:45:38,1020.0,0.0
2024-12-17 23:45:38,1021.0,0.0
2024-12-17 23:45:38,1020.0,0.0
2024-12-17 23:45:38,1020.0,0.0
2024-12-17 23:45:38,1020.0,0.0
2024-12-17 23:45:38,1020.0,0.0
2024-12-17 23:45:38,1022.0,0.0
2024-12-17 23:45:38,1019.0,0.0
2024-12-17 23:45:39,1020.0,0.0
2024-12-17 23:45:39,1021.0,0.0
