fire_intesity,fire_detection,timestamp
1022,0,2024-12-17 23:36:00
1019,0,2024-12-17 23:36:00
1020,0,2024-12-17 23:36:01
1020,0,2024-12-17 23:36:01
1020,0,2024-12-17 23:36:01
1020,0,2024-12-17 23:36:01
1020,0,2024-12-17 23:36:01
1020,0,2024-12-17 23:36:01
1020,0,2024-12-17 23:36:01
1019,0,2024-12-17 23:36:01
1021,0,2024-12-17 23:36:01
1016,0,2024-12-17 23:36:01
1021,0,2024-12-17 23:36:02
1020,0,2024-12-17 23:36:02
1020,0,2024-12-17 23:36:02
1021,0,2024-12-17 23:36:02
1020,0,2024-12-17 23:36:02
1021,0,2024-12-17 23:36:02
1016,0,2024-12-17 23:36:02
1022,0,2024-12-17 23:36:02
1019,0,2024-12-17 23:36:02
1020,0,2024-12-17 23:36:02
1021,0,2024-12-17 23:36:03
1021,0,2024-12-17 23:36:03
1020,0,2024-12-17 23:36:03
1020,0,2024-12-17 23:36:03
1021,0,2024-12-17 23:36:03
1019,0,2024-12-17 23:36:03
1020,0,2024-12-17 23:36:03
1023,0,2024-12-17 23:36:03
1020,0,2024-12-17 23:36:03
1020,0,2024-12-17 23:36:03
1020,0,2024-12-17 23:36:04
1020,0,2024-12-17 23:36:04
1020,0,2024-12-17 23:36:04
1020,0,2024-12-17 23:36:04
1021,0,2024-12-17 23:36:04
1018,0,2024-12-17 23:36:04
1018,0,2024-12-17 23:36:04
1021,0,2024-12-17 23:36:04
1020,0,2024-12-17 23:36:04
1020,0,2024-12-17 23:36:05
1020,0,2024-12-17 23:36:05
1020,0,2024-12-17 23:36:05
1020,0,2024-12-17 23:36:05
1019,0,2024-12-17 23:36:05
1023,0,2024-12-17 23:36:05
1016,0,2024-12-17 23:36:05
1020,0,2024-12-17 23:36:05
1019,0,2024-12-17 23:36:05
1020,0,2024-12-17 23:36:05
1020,0,2024-12-17 23:36:06
1020,0,2024-12-17 23:36:06
1020,0,2024-12-17 23:36:06
1020,0,2024-12-17 23:36:06
1021,0,2024-12-17 23:36:06
1023,0,2024-12-17 23:36:06
1021,0,2024-12-17 23:36:06
1020,0,2024-12-17 23:36:06
1020,0,2024-12-17 23:36:06
1020,0,2024-12-17 23:36:06
1020,0,2024-12-17 23:36:07
1020,0,2024-12-17 23:36:07
1020,0,2024-12-17 23:36:07
1018,0,2024-12-17 23:36:07
1021,0,2024-12-17 23:36:07
1020,0,2024-12-17 23:36:07
1022,0,2024-12-17 23:36:07
1020,0,2024-12-17 23:36:07
1020,0,2024-12-17 23:36:07
1021,0,2024-12-17 23:36:07
1021,0,2024-12-17 23:36:08
1020,0,2024-12-17 23:36:08
1021,0,2024-12-17 23:36:08
1023,0,2024-12-17 23:36:08
1021,0,2024-12-17 23:36:08
1022,0,2024-12-17 23:36:08
1020,0,2024-12-17 23:36:08
1020,0,2024-12-17 23:36:08
1020,0,2024-12-17 23:36:08
1021,0,2024-12-17 23:36:08
